,open,high,low,close,volume
2022-03-21,167.87441022782906,168.98693702767045,162.8307774221261,165.90885722489827,874567.0
2022-03-22,165.90885722489827,167.37567156433875,162.95127800136274,165.16347478285076,776121.0
2022-03-23,167.34764862277592,173.34534045762393,167.34764862277592,170.34649454019993,322012.0
2022-03-24,169.17319785675025,169.17319785675025,166.00593845229523,167.58956815452274,921889.0
2022-03-25,168.98840242030832,173.08683018459882,168.98840242030832,171.03761630245356,701064.0
2022-03-28,167.6118986896648,167.6118986896648,163.47249073129996,165.54219471048236,254948.0
2022-03-29,165.53655086275808,165.53655086275808,163.66678276924245,164.60166681600026,216426.0
2022-03-30,164.60166681600026,167.0188777154247,163.5882207166813,165.303549216053,884045.0
2022-03-31,165.303549216053,170.54736257730178,164.29340666933723,167.4203846233195,347637.0
2022-04-01,167.59307766923808,172.38448889533123,167.59307766923808,169.98878328228466,789303.0
2022-04-04,171.69777219249977,174.0628109966696,171.69777219249977,172.8802915945847,224789.0
2022-04-05,172.8802915945847,173.469619501036,170.23137521775936,171.85049735939768,352485.0
2022-04-06,171.64333068709678,171.64333068709678,169.234805711706,170.4390681994014,355168.0
2022-04-07,172.79924948750391,174.3256165725565,172.79924948750391,173.5624330300302,352993.0
2022-04-08,173.5624330300302,176.33320175134426,169.81204430917768,173.07262303026096,707262.0
2022-04-11,170.76817674920858,170.76817674920858,166.9949180610289,168.88154740511874,922950.0
2022-04-12,166.73618453026478,166.73618453026478,163.7877257739724,165.2619551521186,919294.0
2022-04-13,164.61790940853567,164.61790940853567,160.20818883916183,162.41304912384874,767395.0
2022-04-14,163.52411331653084,164.87614746934045,163.52411331653084,164.20013039293565,282270.0
2022-04-15,164.20013039293565,166.2258443688401,163.44070475691686,164.83327456287847,964522.0
2022-04-18,164.83327456287847,169.8435395992117,164.74160614292379,167.29257287106776,587871.0
2022-04-19,167.29257287106776,168.38288012289286,163.68730268129406,166.03509140209346,591370.0
2022-04-20,166.03509140209346,170.01508076319618,163.44299059432802,166.7290356787621,731251.0
2022-04-21,166.7290356787621,171.35054227924567,166.6437275817456,168.99713493049563,792185.0
2022-04-22,168.99713493049563,170.07979344930513,166.16586241533182,168.12282793231847,957630.0
2022-04-25,168.12282793231847,172.58393692226642,167.08706788181397,169.8355024020402,624141.0
2022-04-26,169.8355024020402,170.86552910860092,164.67374044123636,167.76963477491864,649054.0
2022-04-27,167.76963477491864,169.31188735249984,164.1331080644242,166.72249770846201,770975.0
2022-04-28,166.72249770846201,168.83490836738065,162.40508316081412,165.61999576409738,329596.0
2022-04-29,164.5404488649817,164.5404488649817,159.19490393631472,161.8676764006482,376941.0
2022-05-02,161.8676764006482,166.53902910783583,160.69179934999036,163.6154142289131,662930.0
2022-05-03,163.19394718240272,163.19394718240272,161.30353352139335,162.24874035189805,157715.0
2022-05-04,162.24874035189805,165.00517423237645,159.89814372471986,162.45165897854815,388442.0
2022-05-05,162.45165897854815,165.99809547021448,162.37241896984528,164.18525722002988,746196.0
2022-05-06,164.18525722002988,167.95462194069603,163.69306168816433,165.82384181443018,978515.0
2022-05-09,165.82384181443018,170.6467691501432,165.78013909637713,168.21345412326016,567546.0
2022-05-10,168.21345412326016,171.33026195465862,164.77056798509383,168.05041496987621,459708.0
2022-05-11,168.05041496987621,170.09527867326457,163.50557778792378,166.80042823059418,496338.0
2022-05-12,166.80042823059418,168.1368912034008,165.2657437592886,166.7013174813447,716884.0
2022-05-13,163.8701703892577,163.8701703892577,158.79145829789766,161.33081434357769,590027.0
2022-05-16,159.39538997324138,159.39538997324138,154.37514407346754,156.88526702335446,120904.0
2022-05-17,154.40196948999883,154.40196948999883,151.48264169864612,152.94230559432248,585315.0
2022-05-18,150.9698158612235,150.9698158612235,149.1743783839555,150.0720971225895,460055.0
2022-05-19,150.72323742300287,152.13307941962194,150.72323742300287,151.4281584213124,730721.0
2022-05-20,151.30619822937774,151.30619822937774,146.4124508994612,148.85932456441947,887596.0
2022-05-23,148.85932456441947,149.63577671671882,146.13526846459823,147.88552259065852,966203.0
2022-05-24,148.92702011866925,154.93393885063443,148.92702011866925,151.93047948465184,649204.0
2022-05-25,151.93047948465184,152.73011401740794,149.27530033914076,151.00270717827433,426305.0
2022-05-26,151.00270717827433,156.41367233528814,150.3860783662946,153.39987535079138,499548.0
2022-05-27,152.30807938285503,152.30807938285503,149.1174252973248,150.7127523400899,258815.0
2022-05-30,150.7127523400899,152.75387899591772,147.73602382790614,150.24495141191193,942343.0
2022-05-31,148.35519142968033,148.35519142968033,146.77415155995777,147.56467149481907,862580.0
2022-06-01,147.56467149481907,148.60487242501063,144.82334926903673,146.71411084702368,868585.0
2022-06-02,146.8359226164137,151.86392417136116,146.8359226164137,149.34992339388745,395311.0
2022-06-03,147.1373349706259,147.1373349706259,141.70841365102223,144.42287431082406,389994.0
2022-06-06,144.42287431082406,148.33152958433814,143.3262935941378,145.82891158923798,870952.0
2022-06-07,145.99709191083082,147.34397670729982,145.99709191083082,146.67053430906532,590093.0
2022-06-08,146.52846951077169,146.52846951077169,143.6374772798278,145.08297339529975,734190.0
2022-06-09,141.7624037994773,141.7624037994773,140.41383402091375,141.08811891019553,540841.0
2022-06-10,141.08811891019553,142.2461914660828,140.6201297068801,141.43316058648145,498493.0
2022-06-13,141.43316058648145,142.15723808309443,138.00940178178516,140.0833199324398,668982.0
2022-06-14,140.0833199324398,143.04875022087543,138.7063043698866,140.87752729538101,831682.0
2022-06-15,140.87752729538101,143.39094606581043,138.769293693148,141.0801198794792,400700.0
2022-06-16,143.21615241083754,148.42109117914717,143.21615241083754,145.81862179499237,828230.0
2022-06-17,145.81862179499237,147.5671493637496,142.96771988653455,145.26743462514207,319784.0
2022-06-20,144.8618640141992,144.8618640141992,140.0710180711502,142.4664410426747,462544.0
2022-06-21,142.4664410426747,143.80583165271074,142.43661399734387,143.1212228250273,921404.0
2022-06-22,143.1212228250273,145.01172230135847,142.78059440581353,143.896158353586,959007.0
2022-06-23,145.9445978843703,150.0741675233508,145.9445978843703,148.00938270386055,931487.0
2022-06-24,148.00938270386055,153.3238812857255,147.98173130591303,150.65280629581926,384439.0
2022-06-27,151.2652622607559,152.50220399057298,151.2652622607559,151.88373312566443,858990.0
2022-06-28,154.63567256879256,158.46618241505993,154.63567256879256,156.55092749192625,942478.0
2022-06-29,155.2961165876902,155.2961165876902,150.7553538344203,153.02573521105523,980383.0
2022-06-30,151.90796133118263,151.90796133118263,150.554828519464,151.23139492532331,118813.0
2022-07-01,150.15188061510307,150.15188061510307,147.0544882930457,148.60318445407438,770492.0
2022-07-04,148.60318445407438,150.30214251476974,144.8912018420108,147.59667217839026,997071.0
2022-07-05,145.85132564807773,145.85132564807773,141.6124410170295,143.73188333255362,788200.0
2022-07-06,144.57805414803283,146.85194658308427,144.57805414803283,145.71500036555855,309857.0
2022-07-07,145.71500036555855,147.776182519356,142.65172781479706,145.21395516707653,786331.0
2022-07-08,142.49616633568672,142.49616633568672,139.7950619347493,141.145614135218,194719.0
2022-07-11,140.8900785531036,140.8900785531036,136.0019608545021,138.44601970380285,532546.0
2022-07-12,138.44601970380285,140.68108618745936,138.23137062925912,139.45622840835924,663604.0
2022-07-13,140.0468459285994,143.8640633123079,140.0468459285994,141.95545462045365,510806.0
2022-07-14,146.35613622401823,149.41770338941907,146.35613622401823,147.88691980671865,729850.0
2022-07-15,155.60060808849252,158.23595674557794,155.60060808849252,156.91828241703521,316203.0
2022-07-18,156.91828241703521,161.262733057225,155.5023844219731,158.38255873959903,645598.0
2022-07-19,156.52248975758016,156.52248975758016,154.34594475188794,155.43421725473405,680337.0
2022-07-20,149.8933984112704,149.8933984112704,148.29600212832162,149.09470026979602,670416.0
2022-07-21,149.09470026979602,151.4661502739272,148.62404672834134,150.04509850113428,360388.0
2022-07-22,150.04509850113428,150.06082069424662,145.48511166895287,147.77296618159974,374843.0
2022-07-25,147.77296618159974,149.17905764588366,144.21514873645938,146.69710319117152,332027.0
2022-07-26,146.69710319117152,147.95540602974714,142.15895193267906,145.0571789812131,515599.0
2022-07-27,145.0571789812131,146.0597799229832,143.5282612373164,144.7940205801498,627365.0
2022-07-28,146.5034410508269,149.62076162176447,146.5034410508269,148.06210133629568,426282.0
2022-07-29,148.06210133629568,149.59667316740718,147.75631376848767,148.67649346794744,468984.0
2022-08-01,148.67649346794744,150.31178156812004,146.3958488380873,148.35381520310366,357770.0
2022-08-02,148.35381520310366,148.36146916959942,142.5544155645278,145.45794236706362,296970.0
2022-08-03,142.94970462241847,142.94970462241847,138.66518855695568,140.8074465896871,691694.0
2022-08-04,140.8074465896871,141.47173608934492,137.6964317676267,139.5840839284858,834450.0
2022-08-05,139.5840839284858,141.0080481448891,138.1390011552772,139.57352465008316,361633.0
2022-08-08,142.04292971975585,147.4402805363139,142.04292971975585,144.74160512803488,874512.0
2022-08-09,144.74160512803488,147.00041791710368,143.52840512376855,145.2644115204361,613880.0
2022-08-10,147.38401696491124,149.2080196147248,147.38401696491124,148.29601828981802,250929.0
2022-08-11,148.29601828981802,148.41648161176298,145.52234365072954,146.96941263124626,429399.0
2022-08-12,144.4000317649478,144.4000317649478,142.9418673973049,143.67094958112637,106756.0
2022-08-15,142.0854900025024,142.0854900025024,140.04521536705616,141.06535268477927,135252.0
2022-08-16,139.76917497686054,139.76917497686054,138.5771012416402,139.17313810925037,402516.0
2022-08-17,143.73508011758932,147.00664517821568,143.73508011758932,145.3708626479025,509016.0
2022-08-18,145.17121625110087,145.17121625110087,141.11944635423447,143.14533130266767,817759.0
2022-08-19,144.32853283942947,147.09492226783843,144.32853283942947,145.71172755363395,220872.0
2022-08-22,144.7836630302621,144.7836630302621,141.7106935219147,143.2471782760884,855256.0
2022-08-23,143.26071610862155,148.9135126967441,143.26071610862155,146.08711440268283,311070.0
2022-08-24,146.08711440268283,149.725916755592,145.00102827786463,147.36347251672834,224496.0
2022-08-25,147.36347251672834,148.91023819478445,145.1887954321768,147.04951681348064,729903.0
2022-08-26,147.04951681348064,148.33458265717726,145.818790631976,147.07668664457663,796902.0
2022-08-29,147.07668664457663,147.9750914807564,142.64170688247978,145.30839918161809,644421.0
2022-08-30,145.61817950831954,147.8963080148829,145.61817950831954,146.75724376160122,204133.0
2022-08-31,146.75724376160122,146.91343276951125,144.23328639534674,145.573359582429,203810.0
2022-09-01,144.82747530478878,144.82747530478878,139.5536174095513,142.19054635717004,451056.0
2022-09-02,140.47152683386824,140.47152683386824,137.01058324355475,138.7410550387115,505540.0
2022-09-05,138.7410550387115,141.57270556593133,137.1474414893336,139.36007352763247,998748.0
2022-09-06,142.0387137427659,145.91220552434177,142.0387137427659,143.97545963355384,357827.0
2022-09-07,143.97545963355384,146.6713321044691,142.49147580916573,144.5814039568174,273331.0
2022-09-08,144.5814039568174,145.65220989801108,143.1139173307324,144.38306361437174,951311.0
2022-09-09,144.38306361437174,146.4988624016633,144.21329707141962,145.35607973654146,238567.0
2022-09-12,147.98403584433092,150.7201294232605,147.98403584433092,149.3520826337957,123762.0
2022-09-13,149.3520826337957,151.13300150743768,149.18482026930505,150.15891088837137,480520.0
2022-09-14,150.15891088837137,151.76066939770266,146.3971003787784,149.0788848882405,460973.0
2022-09-15,151.2649314613659,153.86831333367974,151.2649314613659,152.56662239752282,657701.0
2022-09-16,152.56662239752282,156.03444131721517,152.0345261200388,154.03448371862697,889961.0
2022-09-19,156.34724945396877,161.64874861045573,156.34724945396877,158.99799903221225,939610.0
2022-09-20,158.99799903221225,162.38372004330196,157.09909544831842,159.7414077458102,360675.0
2022-09-21,157.7514812667744,157.7514812667744,154.31433218273375,156.03290672475407,982739.0
2022-09-22,153.73907748818195,153.73907748818195,150.2071863595888,151.97313192388538,669394.0
2022-09-23,154.10067016405668,160.36329165613068,154.10067016405668,157.23198091009368,162676.0
2022-09-26,160.4996142248893,165.3196408032932,160.4996142248893,162.90962751409126,944601.0
2022-09-27,162.90962751409126,165.25603359960758,159.72031655199896,162.48817507580327,224197.0
2022-09-28,162.48817507580327,164.3855160071937,158.4324735244722,161.40899476583294,629736.0
2022-09-29,163.60084417210817,169.1245642038872,163.60084417210817,166.36270418799768,811664.0
2022-09-30,164.0166909648516,164.0166909648516,161.7484309271924,162.88256094602198,324494.0
2022-10-03,162.2350063228952,162.2350063228952,158.07269368707298,160.1538500049841,343568.0
2022-10-04,161.47579176162148,163.3044038133705,161.47579176162148,162.390097787496,528559.0
2022-10-05,162.390097787496,163.6046330525063,158.9448401522166,161.27473660236146,896364.0
2022-10-06,161.27473660236146,164.53262727513368,158.30648425937716,161.41955576725542,301242.0
2022-10-07,161.41955576725542,163.01918641684506,159.08827934031018,161.05373287857762,697107.0
2022-10-10,161.05373287857762,164.08060982609283,160.53337110962252,162.30699046785767,507332.0
2022-10-11,166.3435466154107,167.87207642753117,166.3435466154107,167.10781152147095,200660.0
2022-10-12,167.10781152147095,170.82204130579245,164.33461751647778,167.57832941113512,739789.0
2022-10-13,168.9606086161414,170.8800432124942,168.9606086161414,169.9203259143178,849276.0
2022-10-14,164.01742432485253,164.01742432485253,162.49676107624896,163.25709270055074,618070.0
2022-10-17,163.25709270055074,164.55709285202786,161.96546185533003,163.26127735367896,258720.0
2022-10-18,161.50288829682947,161.50288829682947,159.8803890177068,160.69163865726813,240153.0
2022-10-19,158.74985098177552,158.74985098177552,155.20781653176311,156.97883375676932,481145.0
2022-10-20,156.29274562420775,156.29274562420775,152.5076541159793,154.40019987009353,555776.0
2022-10-21,154.40019987009353,154.90721330654853,152.14341401437053,153.52531366045952,596966.0
2022-10-24,155.76625452755422,157.27365681206578,155.76625452755422,156.51995566981,319290.0
2022-10-25,153.45764387976303,153.45764387976303,151.69216733406537,152.5749056069142,550689.0
2022-10-26,152.5749056069142,154.37260198153626,151.26969992301855,152.8211509522774,365571.0
2022-10-27,152.2526107337772,152.2526107337772,150.7471698941107,151.49989031394395,717546.0
2022-10-28,151.49989031394395,152.94655480218537,148.37519185367466,150.66087332793003,816826.0
2022-10-31,152.7415688492222,154.99181650393203,152.7415688492222,153.86669267657712,687418.0
2022-11-01,154.31199827054894,157.06241363147424,154.31199827054894,155.6872059510116,101122.0
2022-11-02,158.41804278290445,161.7173622479884,158.41804278290445,160.06770251544643,992837.0
2022-11-03,160.06770251544643,161.43717038057005,158.02981407203154,159.7334922263008,121390.0
2022-11-04,158.3181137430829,158.3181137430829,157.04826851211993,157.68319112760142,999479.0
2022-11-07,157.68319112760142,158.0461587910929,156.22554324309434,157.13585101709361,128597.0
2022-11-08,157.13585101709361,160.87187718328303,155.24368210452147,158.05777964390225,564813.0
2022-11-09,158.13740349304922,159.41387357050914,158.13740349304922,158.77563853177918,195373.0
2022-11-10,157.4112892195854,157.4112892195854,153.63804993962256,155.524669579604,185679.0
2022-11-11,155.524669579604,157.80762728624006,154.1169259581901,155.9622766222151,715056.0
2022-11-14,155.9622766222151,158.29572860561194,155.3693878390265,156.83255822231922,755058.0
2022-11-15,163.29642747928432,166.89593109112275,163.29642747928432,165.09617928520353,206413.0
2022-11-16,168.75337696410048,174.411932076919,168.75337696410048,171.58265452050972,978997.0
2022-11-17,171.58265452050972,171.79618986754465,165.9002599850678,168.84822492630622,388415.0
2022-11-18,168.84822492630622,169.4207025133319,166.67627685149023,168.04848968241106,386493.0
2022-11-21,164.86086518529305,164.86086518529305,161.86807803677908,163.36447161103607,367279.0
2022-11-22,162.8807648664876,162.8807648664876,160.33392180992666,161.60734333820713,515087.0
2022-11-23,161.60734333820713,164.6944339520989,160.8922925856172,162.79336326885806,260050.0
2022-11-24,164.44135771339418,169.4267205030093,164.44135771339418,166.93403910820174,482299.0
2022-11-25,165.94227714486567,165.94227714486567,163.42196679702494,164.6821219709453,288983.0
2022-11-28,164.21606370615527,164.21606370615527,161.19244210466707,162.70425290541118,146277.0
2022-11-29,158.96728041128202,158.96728041128202,153.07402038704433,156.02065039916317,431863.0
2022-11-30,156.02065039916317,156.4131320178664,154.92583196382316,155.66948199084476,705037.0
2022-12-01,154.2839755218545,154.2839755218545,150.8143022031683,152.5491388625114,786780.0
2022-12-02,152.5491388625114,153.41792881036147,148.76880742963422,151.09336811999785,418003.0
2022-12-05,149.56746874962454,149.56746874962454,147.66303439217847,148.6152515709015,391371.0
2022-12-06,148.6152515709015,149.19023131827868,147.77726462898588,148.48374797363226,808717.0
2022-12-07,144.3892847810742,144.3892847810742,142.60667083533303,143.49797780820361,713069.0
2022-12-08,142.0967967287839,142.0967967287839,136.879611192366,139.48820396057496,848908.0
2022-12-09,145.09782883223667,146.30662009384113,145.09782883223667,145.7022244630389,915491.0
2022-12-12,143.13742785387868,143.13742785387868,141.14372106037888,142.1405744571288,839107.0
2022-12-13,139.82214979136978,139.82214979136978,138.56923926536263,139.1956945283662,942837.0
2022-12-14,143.7150191784189,145.38313619997612,143.7150191784189,144.54907768919753,474999.0
2022-12-15,151.2146298278285,155.4846159059839,151.2146298278285,153.3496228669062,455204.0
2022-12-16,151.12760464017867,151.12760464017867,148.76855471187645,149.94807967602756,389391.0
2022-12-19,149.94807967602756,150.94965246218408,147.0437360649031,148.9966942635436,311700.0
2022-12-20,148.9966942635436,152.18681307591376,148.14935607435027,150.168084575132,773938.0
2022-12-21,152.86904782779428,158.34357834488065,152.86904782779428,155.60631308633748,743006.0
2022-12-22,153.34029781994562,153.34029781994562,152.0953840432605,152.71784093160306,821250.0
2022-12-23,152.71784093160306,154.80811404433413,149.43699781112588,152.12255592773002,250651.0
2022-12-26,152.50993450227423,156.81132669335884,152.50993450227423,154.66063059781652,542131.0
2022-12-27,155.13609439016284,157.1987209584659,155.13609439016284,156.16740767431438,299763.0
2022-12-28,156.16740767431438,157.69139694719374,152.61265114742233,155.15202404730803,903727.0
2022-12-29,155.15202404730803,157.63184704007054,152.15242476392538,154.89213590199796,340670.0
2022-12-30,152.05874140470635,152.05874140470635,149.6246943597542,150.84171788223028,229517.0
2023-01-02,150.84171788223028,153.08534508634645,147.46484645172583,150.27509576903614,612877.0
2023-01-03,150.27509576903614,151.31263203568804,147.93966398028982,149.62614800798892,891161.0
2023-01-04,149.62614800798892,152.52761153122063,148.41825849267644,150.47293501194852,924157.0
2023-01-05,150.47293501194852,151.90244362019453,146.0172216085122,148.95983261435336,186485.0
2023-01-06,149.04893867299413,151.99452166879243,149.04893867299413,150.52173017089328,393304.0
2023-01-09,151.13974701880025,156.3706681682911,151.13974701880025,153.75520759354566,238172.0
2023-01-10,153.75520759354566,155.7922897645072,152.98415759989703,154.3882236822021,377079.0
2023-01-11,154.3882236822021,158.24643869059096,153.02106156573896,155.63375012816496,580456.0
2023-01-12,155.63375012816496,158.0779923042797,153.83234899251636,155.95517064839802,352514.0
2023-01-13,155.95517064839802,157.27632286696743,154.94661176702263,156.11146731699503,160766.0
2023-01-16,155.66519274022147,155.66519274022147,152.39226172975185,154.02872723498666,559026.0
2023-01-17,154.02872723498666,156.57109469188495,153.75268135628184,155.1618880240834,147526.0
2023-01-18,155.1618880240834,155.82900452746617,154.20142713962136,155.01521583354375,304026.0
2023-01-19,161.07969382966988,162.52860348537402,161.07969382966988,161.80414865752195,100466.0
2023-01-20,165.5485080649962,168.73883227759126,165.5485080649962,167.14367017129373,178139.0
2023-01-23,167.88124197843302,169.3327954374454,167.88124197843302,168.60701870793923,492684.0
2023-01-24,167.3245491907749,167.3245491907749,165.1145591164858,166.21955415363033,865642.0
2023-01-25,165.26392795721273,165.26392795721273,160.18595519209168,162.7249415746522,797161.0
2023-01-26,164.25761011321626,169.37197136081716,164.25761011321626,166.8147907370167,188947.0
2023-01-27,166.8147907370167,170.516597926781,165.20637163884805,167.86148478281453,131354.0
2023-01-30,168.11127943093632,171.19025448581877,168.11127943093632,169.65076695837755,404278.0
2023-01-31,166.98871658459552,166.98871658459552,161.00599100878617,163.99735379669085,687031.0
2023-02-01,164.9769557480542,169.4927275262341,164.9769557480542,167.23484163714414,772059.0
2023-02-02,167.9141565087725,169.9468708469377,167.9141565087725,168.9305136778551,840814.0
2023-02-03,166.42730287324866,166.42730287324866,164.34361196383938,165.38545741854404,407984.0
2023-02-06,165.38545741854404,166.47167440338734,161.52239903191725,163.9970367176523,251200.0
2023-02-07,163.9970367176523,166.1460152839257,163.9124754864449,165.0292453851853,123713.0
2023-02-08,165.0292453851853,167.3715016911145,163.3640833755236,165.36779253331903,232177.0
2023-02-09,165.36779253331903,167.8384998022906,161.29906575464398,164.5687827784673,158645.0
2023-02-10,164.5687827784673,165.06093937886547,163.72471447636227,164.39282692761387,874720.0
2023-02-13,164.39282692761387,164.4284479316556,163.03173958099228,163.73009375632395,341571.0
2023-02-14,163.73009375632395,167.66445605579835,161.1250454945526,164.39475077517548,840812.0
2023-02-15,167.21095204072316,171.73734259214945,167.21095204072316,169.4741473164363,597843.0
2023-02-16,162.12695022729005,162.12695022729005,160.18323941628324,161.15509482178666,585047.0
2023-02-17,161.15509482178666,163.5012442358229,157.6067182876354,160.55398126172915,509313.0
2023-02-20,160.55398126172915,164.19995837663794,158.3660030441294,161.28298071038367,837279.0
2023-02-21,161.28298071038367,164.44580972716744,160.36001021011668,162.40290996864206,139104.0
2023-02-22,162.40290996864206,163.61143854747064,159.10990423540548,161.36067139143805,183480.0
2023-02-23,157.25108122806452,157.25108122806452,154.6402405132591,155.9456608706618,481049.0
2023-02-24,156.37353749794028,157.88458960899,156.37353749794028,157.12906355346516,455033.0
2023-02-27,160.61485890021527,165.0151234697087,160.61485890021527,162.814991184962,591037.0
2023-02-28,159.43170074196587,159.43170074196587,156.6764756110513,158.05408817650857,764017.0
2023-03-01,158.6162928963027,163.32237193508163,158.6162928963027,160.96933241569218,628790.0
2023-03-02,160.96933241569218,162.85723854618865,157.29305121628076,160.0751448812347,331706.0
2023-03-03,160.0751448812347,160.72555193063297,159.35223619051342,160.0388940605732,394562.0
2023-03-06,158.98336779031192,158.98336779031192,154.7382684434347,156.8608181168733,777096.0
2023-03-07,156.8608181168733,157.1720037773869,154.76989870256298,155.97095123997494,281320.0
2023-03-08,157.35821191989493,163.12114085427157,157.35821191989493,160.23967638708325,553760.0
2023-03-09,160.97233183429128,163.58784287823056,160.97233183429128,162.2800873562609,584912.0
2023-03-10,165.85301898518014,170.48517696502364,165.85301898518014,168.1690979751019,775239.0
2023-03-13,170.13261667938764,174.56426502986642,170.13261667938764,172.34844085462703,742919.0
2023-03-14,172.34844085462703,175.84194743807532,172.24321193163544,174.04257968485538,518211.0
2023-03-15,177.7228820707709,183.07786226221958,177.7228820707709,180.40037216649523,378248.0
2023-03-16,180.40037216649523,185.01746565880336,179.32917149803023,182.1733185784168,431113.0
2023-03-17,182.97711955371665,187.8238609215848,182.97711955371665,185.40049023765073,470431.0
2023-03-20,185.40049023765073,187.46512953308394,181.51177724818984,184.4884533906369,297270.0
2023-03-21,184.4884533906369,188.56829778851375,181.26966642199056,184.91898210525216,662866.0
2023-03-22,184.49470205319466,184.49470205319466,180.5852946742412,182.53999836371793,287541.0
